2025-07-02 13:56:36,950 p=2687 u=vagrant n=ansible | PLAY [Ansible Ad-Hoc] ********************************************************************************************
2025-07-02 15:01:14,215 p=7756 u=vagrant n=ansible | ok: [192.168.60.11]
2025-07-02 15:01:14,227 p=7756 u=vagrant n=ansible | ok: [192.168.60.13]
2025-07-02 15:01:14,235 p=7756 u=vagrant n=ansible | TASK [Configure Consul client for API nodes] *********************************************************************
2025-07-02 15:01:14,266 p=7756 u=vagrant n=ansible | skipping: [192.168.60.13]
2025-07-02 15:01:14,618 p=7756 u=vagrant n=ansible | ok: [192.168.60.11]
2025-07-02 15:01:14,626 p=7756 u=vagrant n=ansible | TASK [Configure Consul client for DB nodes] **********************************************************************
2025-07-02 15:01:14,643 p=7756 u=vagrant n=ansible | skipping: [192.168.60.11]
2025-07-02 15:01:15,013 p=7756 u=vagrant n=ansible | ok: [192.168.60.13]
2025-07-02 15:01:15,022 p=7756 u=vagrant n=ansible | TASK [Create systemd service] ************************************************************************************
2025-07-02 15:01:15,439 p=7756 u=vagrant n=ansible | ok: [192.168.60.11]
2025-07-02 15:01:15,444 p=7756 u=vagrant n=ansible | ok: [192.168.60.13]
2025-07-02 15:01:15,453 p=7756 u=vagrant n=ansible | TASK [Start Consul service] **************************************************************************************
2025-07-02 15:01:16,053 p=7756 u=vagrant n=ansible | changed: [192.168.60.11]
2025-07-02 15:01:16,092 p=7756 u=vagrant n=ansible | changed: [192.168.60.13]
2025-07-02 15:01:16,105 p=7756 u=vagrant n=ansible | TASK [Create Envoy service for hotels] ***************************************************************************
2025-07-02 15:01:16,141 p=7756 u=vagrant n=ansible | skipping: [192.168.60.13]
2025-07-02 15:01:16,508 p=7756 u=vagrant n=ansible | ok: [192.168.60.11]
2025-07-02 15:01:16,518 p=7756 u=vagrant n=ansible | TASK [Create Envoy service for postgres] *************************************************************************
2025-07-02 15:01:16,546 p=7756 u=vagrant n=ansible | skipping: [192.168.60.11]
2025-07-02 15:01:16,920 p=7756 u=vagrant n=ansible | ok: [192.168.60.13]
2025-07-02 15:01:16,936 p=7756 u=vagrant n=ansible | PLAY [Setup database] ********************************************************************************************
2025-07-02 15:01:16,951 p=7756 u=vagrant n=ansible | TASK [Install PostgreSQL] ****************************************************************************************
2025-07-02 15:01:22,967 p=7756 u=vagrant n=ansible | fatal: [192.168.60.13]: FAILED! => changed=false 
  cache_update_time: 1751468442
  cache_updated: true
  msg: |-
    '/usr/bin/apt-get -y -o "Dpkg::Options::=--force-confdef" -o "Dpkg::Options::=--force-confold"       install 'postgresql=12+214ubuntu0.1'' failed: E: Could not get lock /var/lib/dpkg/lock-frontend. It is held by process 8725 (apt-get)
    E: Unable to acquire the dpkg frontend lock (/var/lib/dpkg/lock-frontend), is another process using it?
  rc: 100
  stderr: |-
    E: Could not get lock /var/lib/dpkg/lock-frontend. It is held by process 8725 (apt-get)
    E: Unable to acquire the dpkg frontend lock (/var/lib/dpkg/lock-frontend), is another process using it?
  stderr_lines: <omitted>
  stdout: ''
  stdout_lines: <omitted>
2025-07-02 15:01:22,968 p=7756 u=vagrant n=ansible | PLAY RECAP *******************************************************************************************************
2025-07-02 15:01:22,969 p=7756 u=vagrant n=ansible | 192.168.60.10              : ok=10   changed=1    unreachable=0    failed=0    skipped=0    rescued=0    ignored=0   
2025-07-02 15:01:22,970 p=7756 u=vagrant n=ansible | 192.168.60.11              : ok=14   changed=1    unreachable=0    failed=0    skipped=2    rescued=0    ignored=0   
2025-07-02 15:01:22,970 p=7756 u=vagrant n=ansible | 192.168.60.12              : ok=4    changed=0    unreachable=0    failed=0    skipped=0    rescued=0    ignored=0   
2025-07-02 15:01:22,970 p=7756 u=vagrant n=ansible | 192.168.60.13              : ok=14   changed=1    unreachable=0    failed=1    skipped=2    rescued=0    ignored=0   
2025-07-02 15:05:01,511 p=8278 u=vagrant n=ansible | PLAY [Precache setup and common configuration] *******************************************************************
2025-07-02 15:05:01,540 p=8278 u=vagrant n=ansible | TASK [Install common dependencies] *******************************************************************************
2025-07-02 15:05:03,239 p=8278 u=vagrant n=ansible | ok: [192.168.60.12]
2025-07-02 15:05:03,420 p=8278 u=vagrant n=ansible | ok: [192.168.60.13]
2025-07-02 15:05:03,796 p=8278 u=vagrant n=ansible | ok: [192.168.60.11]
2025-07-02 15:05:03,971 p=8278 u=vagrant n=ansible | ok: [192.168.60.10]
2025-07-02 15:05:03,983 p=8278 u=vagrant n=ansible | TASK [Upgrade pip safely] ****************************************************************************************
2025-07-02 15:05:05,139 p=8278 u=vagrant n=ansible | ok: [192.168.60.11]
2025-07-02 15:05:05,154 p=8278 u=vagrant n=ansible | ok: [192.168.60.13]
2025-07-02 15:05:05,199 p=8278 u=vagrant n=ansible | ok: [192.168.60.12]
2025-07-02 15:05:05,207 p=8278 u=vagrant n=ansible | ok: [192.168.60.10]
2025-07-02 15:05:05,216 p=8278 u=vagrant n=ansible | TASK [Create consul group and user] ******************************************************************************
2025-07-02 15:05:05,523 p=8278 u=vagrant n=ansible | ok: [192.168.60.11]
2025-07-02 15:05:05,530 p=8278 u=vagrant n=ansible | ok: [192.168.60.10]
2025-07-02 15:05:05,530 p=8278 u=vagrant n=ansible | ok: [192.168.60.13]
2025-07-02 15:05:05,539 p=8278 u=vagrant n=ansible | ok: [192.168.60.12]
2025-07-02 15:05:05,547 p=8278 u=vagrant n=ansible | TASK [Create consul user] ****************************************************************************************
2025-07-02 15:05:05,933 p=8278 u=vagrant n=ansible | ok: [192.168.60.11]
2025-07-02 15:05:05,944 p=8278 u=vagrant n=ansible | ok: [192.168.60.13]
2025-07-02 15:05:05,949 p=8278 u=vagrant n=ansible | ok: [192.168.60.10]
2025-07-02 15:05:05,955 p=8278 u=vagrant n=ansible | ok: [192.168.60.12]
2025-07-02 15:05:05,974 p=8278 u=vagrant n=ansible | PLAY [Setup Consul server] ***************************************************************************************
2025-07-02 15:05:05,990 p=8278 u=vagrant n=ansible | TASK [Copy Consul binary] ****************************************************************************************
2025-07-02 15:05:06,775 p=8278 u=vagrant n=ansible | ok: [192.168.60.10]
2025-07-02 15:05:06,785 p=8278 u=vagrant n=ansible | TASK [Install Consul] ********************************************************************************************
2025-07-02 15:05:09,258 p=8278 u=vagrant n=ansible | ok: [192.168.60.10]
2025-07-02 15:05:09,276 p=8278 u=vagrant n=ansible | TASK [Create config directory] ***********************************************************************************
2025-07-02 15:05:09,447 p=8278 u=vagrant n=ansible | ok: [192.168.60.10]
2025-07-02 15:05:09,455 p=8278 u=vagrant n=ansible | TASK [Configure Consul server] ***********************************************************************************
2025-07-02 15:05:09,825 p=8278 u=vagrant n=ansible | ok: [192.168.60.10]
2025-07-02 15:05:09,833 p=8278 u=vagrant n=ansible | TASK [Create systemd service] ************************************************************************************
2025-07-02 15:05:10,208 p=8278 u=vagrant n=ansible | ok: [192.168.60.10]
2025-07-02 15:05:10,215 p=8278 u=vagrant n=ansible | TASK [Start Consul service] **************************************************************************************
2025-07-02 15:05:11,002 p=8278 u=vagrant n=ansible | changed: [192.168.60.10]
2025-07-02 15:05:11,017 p=8278 u=vagrant n=ansible | PLAY [Setup Consul clients] **************************************************************************************
2025-07-02 15:05:11,032 p=8278 u=vagrant n=ansible | TASK [Copy Consul binary] ****************************************************************************************
2025-07-02 15:05:11,655 p=8278 u=vagrant n=ansible | ok: [192.168.60.11]
2025-07-02 15:05:11,675 p=8278 u=vagrant n=ansible | ok: [192.168.60.13]
2025-07-02 15:05:11,683 p=8278 u=vagrant n=ansible | TASK [Install Consul] ********************************************************************************************
2025-07-02 15:05:14,044 p=8278 u=vagrant n=ansible | ok: [192.168.60.11]
2025-07-02 15:05:14,083 p=8278 u=vagrant n=ansible | ok: [192.168.60.13]
2025-07-02 15:05:14,091 p=8278 u=vagrant n=ansible | TASK [Download Envoy] ********************************************************************************************
2025-07-02 15:05:15,489 p=8278 u=vagrant n=ansible | ok: [192.168.60.11]
2025-07-02 15:05:15,490 p=8278 u=vagrant n=ansible | ok: [192.168.60.13]
2025-07-02 15:05:15,499 p=8278 u=vagrant n=ansible | TASK [Create envoy group] ****************************************************************************************
2025-07-02 15:05:15,680 p=8278 u=vagrant n=ansible | ok: [192.168.60.11]
2025-07-02 15:05:15,724 p=8278 u=vagrant n=ansible | ok: [192.168.60.13]
2025-07-02 15:05:15,732 p=8278 u=vagrant n=ansible | TASK [Create envoy user] *****************************************************************************************
2025-07-02 15:05:15,951 p=8278 u=vagrant n=ansible | ok: [192.168.60.11]
2025-07-02 15:05:15,966 p=8278 u=vagrant n=ansible | ok: [192.168.60.13]
2025-07-02 15:05:15,974 p=8278 u=vagrant n=ansible | TASK [Create config directory] ***********************************************************************************
2025-07-02 15:05:16,156 p=8278 u=vagrant n=ansible | ok: [192.168.60.11]
2025-07-02 15:05:16,176 p=8278 u=vagrant n=ansible | ok: [192.168.60.13]
2025-07-02 15:05:16,185 p=8278 u=vagrant n=ansible | TASK [Configure Consul client for API nodes] *********************************************************************
2025-07-02 15:05:16,220 p=8278 u=vagrant n=ansible | skipping: [192.168.60.13]
2025-07-02 15:05:16,568 p=8278 u=vagrant n=ansible | ok: [192.168.60.11]
2025-07-02 15:05:16,576 p=8278 u=vagrant n=ansible | TASK [Configure Consul client for DB nodes] **********************************************************************
2025-07-02 15:05:16,604 p=8278 u=vagrant n=ansible | skipping: [192.168.60.11]
2025-07-02 15:05:16,991 p=8278 u=vagrant n=ansible | ok: [192.168.60.13]
2025-07-02 15:05:17,000 p=8278 u=vagrant n=ansible | TASK [Create systemd service] ************************************************************************************
2025-07-02 15:05:17,412 p=8278 u=vagrant n=ansible | ok: [192.168.60.11]
2025-07-02 15:05:17,431 p=8278 u=vagrant n=ansible | ok: [192.168.60.13]
2025-07-02 15:05:17,442 p=8278 u=vagrant n=ansible | TASK [Start Consul service] **************************************************************************************
2025-07-02 15:05:18,040 p=8278 u=vagrant n=ansible | changed: [192.168.60.11]
2025-07-02 15:05:18,060 p=8278 u=vagrant n=ansible | changed: [192.168.60.13]
2025-07-02 15:05:18,073 p=8278 u=vagrant n=ansible | TASK [Create Envoy service for hotels] ***************************************************************************
2025-07-02 15:05:18,114 p=8278 u=vagrant n=ansible | skipping: [192.168.60.13]
2025-07-02 15:05:18,743 p=8278 u=vagrant n=ansible | ok: [192.168.60.11]
2025-07-02 15:05:18,754 p=8278 u=vagrant n=ansible | TASK [Create Envoy service for postgres] *************************************************************************
2025-07-02 15:05:18,777 p=8278 u=vagrant n=ansible | skipping: [192.168.60.11]
2025-07-02 15:05:19,292 p=8278 u=vagrant n=ansible | ok: [192.168.60.13]
2025-07-02 15:05:19,310 p=8278 u=vagrant n=ansible | PLAY [Setup database] ********************************************************************************************
2025-07-02 15:05:19,329 p=8278 u=vagrant n=ansible | TASK [Install PostgreSQL] ****************************************************************************************
2025-07-02 15:05:47,702 p=8278 u=vagrant n=ansible | ok: [192.168.60.13]
2025-07-02 15:05:47,715 p=8278 u=vagrant n=ansible | TASK [Install PostgreSQL Python library] *************************************************************************
2025-07-02 15:05:56,037 p=8278 u=vagrant n=ansible | changed: [192.168.60.13]
2025-07-02 15:05:56,045 p=8278 u=vagrant n=ansible | TASK [Configure PostgreSQL authentication] ***********************************************************************
2025-07-02 15:05:56,122 p=8278 u=vagrant n=ansible | An exception occurred during task execution. To see the full traceback, use -vvv. The error was: If you are using a module and expect the file to exist on the remote, see the remote_src option
2025-07-02 15:05:56,124 p=8278 u=vagrant n=ansible | fatal: [192.168.60.13]: FAILED! => changed=false 
  msg: |-
    Could not find or access 'pg_hba.conf.j2'
    Searched in:
            /home/vagrant/ansible/templates/pg_hba.conf.j2
            /home/vagrant/ansible/pg_hba.conf.j2
            /home/vagrant/ansible/templates/pg_hba.conf.j2
            /home/vagrant/ansible/pg_hba.conf.j2 on the Ansible Controller.
    If you are using a module and expect the file to exist on the remote, see the remote_src option
2025-07-02 15:05:56,126 p=8278 u=vagrant n=ansible | PLAY RECAP *******************************************************************************************************
2025-07-02 15:05:56,126 p=8278 u=vagrant n=ansible | 192.168.60.10              : ok=10   changed=1    unreachable=0    failed=0    skipped=0    rescued=0    ignored=0   
2025-07-02 15:05:56,127 p=8278 u=vagrant n=ansible | 192.168.60.11              : ok=14   changed=1    unreachable=0    failed=0    skipped=2    rescued=0    ignored=0   
2025-07-02 15:05:56,128 p=8278 u=vagrant n=ansible | 192.168.60.12              : ok=4    changed=0    unreachable=0    failed=0    skipped=0    rescued=0    ignored=0   
2025-07-02 15:05:56,128 p=8278 u=vagrant n=ansible | 192.168.60.13              : ok=16   changed=2    unreachable=0    failed=1    skipped=2    rescued=0    ignored=0   
2025-07-02 15:07:28,456 p=8734 u=vagrant n=ansible | PLAY [Precache setup and common configuration] *******************************************************************
2025-07-02 15:07:28,486 p=8734 u=vagrant n=ansible | TASK [Install common dependencies] *******************************************************************************
2025-07-02 15:07:29,977 p=8734 u=vagrant n=ansible | ok: [192.168.60.12]
2025-07-02 15:07:30,571 p=8734 u=vagrant n=ansible | ok: [192.168.60.11]
2025-07-02 15:07:30,593 p=8734 u=vagrant n=ansible | ok: [192.168.60.13]
2025-07-02 15:07:30,684 p=8734 u=vagrant n=ansible | ok: [192.168.60.10]
2025-07-02 15:07:30,695 p=8734 u=vagrant n=ansible | TASK [Upgrade pip safely] ****************************************************************************************
2025-07-02 15:07:31,873 p=8734 u=vagrant n=ansible | ok: [192.168.60.11]
2025-07-02 15:07:31,885 p=8734 u=vagrant n=ansible | ok: [192.168.60.10]
2025-07-02 15:07:31,892 p=8734 u=vagrant n=ansible | ok: [192.168.60.12]
2025-07-02 15:07:31,903 p=8734 u=vagrant n=ansible | ok: [192.168.60.13]
2025-07-02 15:07:31,911 p=8734 u=vagrant n=ansible | TASK [Create consul group and user] ******************************************************************************
2025-07-02 15:07:32,225 p=8734 u=vagrant n=ansible | ok: [192.168.60.11]
2025-07-02 15:07:32,234 p=8734 u=vagrant n=ansible | ok: [192.168.60.13]
2025-07-02 15:07:32,239 p=8734 u=vagrant n=ansible | ok: [192.168.60.10]
2025-07-02 15:07:32,265 p=8734 u=vagrant n=ansible | ok: [192.168.60.12]
2025-07-02 15:07:32,275 p=8734 u=vagrant n=ansible | TASK [Create consul user] ****************************************************************************************
2025-07-02 15:07:32,662 p=8734 u=vagrant n=ansible | ok: [192.168.60.10]
2025-07-02 15:07:32,663 p=8734 u=vagrant n=ansible | ok: [192.168.60.13]
2025-07-02 15:07:32,676 p=8734 u=vagrant n=ansible | ok: [192.168.60.11]
2025-07-02 15:07:32,689 p=8734 u=vagrant n=ansible | ok: [192.168.60.12]
2025-07-02 15:07:32,709 p=8734 u=vagrant n=ansible | PLAY [Setup Consul server] ***************************************************************************************
2025-07-02 15:07:32,726 p=8734 u=vagrant n=ansible | TASK [Copy Consul binary] ****************************************************************************************
2025-07-02 15:07:33,501 p=8734 u=vagrant n=ansible | ok: [192.168.60.10]
2025-07-02 15:07:33,508 p=8734 u=vagrant n=ansible | TASK [Install Consul] ********************************************************************************************
2025-07-02 15:07:36,060 p=8734 u=vagrant n=ansible | ok: [192.168.60.10]
2025-07-02 15:07:36,074 p=8734 u=vagrant n=ansible | TASK [Create config directory] ***********************************************************************************
2025-07-02 15:07:36,247 p=8734 u=vagrant n=ansible | ok: [192.168.60.10]
2025-07-02 15:07:36,255 p=8734 u=vagrant n=ansible | TASK [Configure Consul server] ***********************************************************************************
2025-07-02 15:07:36,627 p=8734 u=vagrant n=ansible | ok: [192.168.60.10]
2025-07-02 15:07:36,651 p=8734 u=vagrant n=ansible | TASK [Create systemd service] ************************************************************************************
2025-07-02 15:07:37,025 p=8734 u=vagrant n=ansible | ok: [192.168.60.10]
2025-07-02 15:07:37,035 p=8734 u=vagrant n=ansible | TASK [Start Consul service] **************************************************************************************
2025-07-02 15:07:37,858 p=8734 u=vagrant n=ansible | changed: [192.168.60.10]
2025-07-02 15:07:37,873 p=8734 u=vagrant n=ansible | PLAY [Setup Consul clients] **************************************************************************************
2025-07-02 15:07:37,892 p=8734 u=vagrant n=ansible | TASK [Copy Consul binary] ****************************************************************************************
2025-07-02 15:07:38,515 p=8734 u=vagrant n=ansible | ok: [192.168.60.13]
2025-07-02 15:07:38,524 p=8734 u=vagrant n=ansible | ok: [192.168.60.11]
2025-07-02 15:07:38,532 p=8734 u=vagrant n=ansible | TASK [Install Consul] ********************************************************************************************
2025-07-02 15:07:40,945 p=8734 u=vagrant n=ansible | ok: [192.168.60.11]
2025-07-02 15:07:40,988 p=8734 u=vagrant n=ansible | ok: [192.168.60.13]
2025-07-02 15:07:40,999 p=8734 u=vagrant n=ansible | TASK [Download Envoy] ********************************************************************************************
2025-07-02 15:07:42,704 p=8734 u=vagrant n=ansible | ok: [192.168.60.13]
2025-07-02 15:07:42,787 p=8734 u=vagrant n=ansible | ok: [192.168.60.11]
2025-07-02 15:07:42,796 p=8734 u=vagrant n=ansible | TASK [Create envoy group] ****************************************************************************************
2025-07-02 15:07:43,014 p=8734 u=vagrant n=ansible | ok: [192.168.60.11]
2025-07-02 15:07:43,040 p=8734 u=vagrant n=ansible | ok: [192.168.60.13]
2025-07-02 15:07:43,050 p=8734 u=vagrant n=ansible | TASK [Create envoy user] *****************************************************************************************
2025-07-02 15:07:43,312 p=8734 u=vagrant n=ansible | ok: [192.168.60.11]
2025-07-02 15:07:43,339 p=8734 u=vagrant n=ansible | ok: [192.168.60.13]
2025-07-02 15:07:43,348 p=8734 u=vagrant n=ansible | TASK [Create config directory] ***********************************************************************************
2025-07-02 15:07:43,541 p=8734 u=vagrant n=ansible | ok: [192.168.60.11]
2025-07-02 15:07:43,562 p=8734 u=vagrant n=ansible | ok: [192.168.60.13]
2025-07-02 15:07:43,570 p=8734 u=vagrant n=ansible | TASK [Configure Consul client for API nodes] *********************************************************************
2025-07-02 15:07:43,606 p=8734 u=vagrant n=ansible | skipping: [192.168.60.13]
2025-07-02 15:07:43,969 p=8734 u=vagrant n=ansible | ok: [192.168.60.11]
2025-07-02 15:07:43,976 p=8734 u=vagrant n=ansible | TASK [Configure Consul client for DB nodes] **********************************************************************
2025-07-02 15:07:43,991 p=8734 u=vagrant n=ansible | skipping: [192.168.60.11]
2025-07-02 15:07:44,381 p=8734 u=vagrant n=ansible | ok: [192.168.60.13]
2025-07-02 15:07:44,390 p=8734 u=vagrant n=ansible | TASK [Create systemd service] ************************************************************************************
2025-07-02 15:07:44,855 p=8734 u=vagrant n=ansible | ok: [192.168.60.11]
2025-07-02 15:07:44,868 p=8734 u=vagrant n=ansible | ok: [192.168.60.13]
2025-07-02 15:07:44,877 p=8734 u=vagrant n=ansible | TASK [Start Consul service] **************************************************************************************
2025-07-02 15:07:45,525 p=8734 u=vagrant n=ansible | changed: [192.168.60.11]
2025-07-02 15:07:45,554 p=8734 u=vagrant n=ansible | changed: [192.168.60.13]
2025-07-02 15:07:45,563 p=8734 u=vagrant n=ansible | TASK [Create Envoy service for hotels] ***************************************************************************
2025-07-02 15:07:45,596 p=8734 u=vagrant n=ansible | skipping: [192.168.60.13]
2025-07-02 15:07:46,091 p=8734 u=vagrant n=ansible | ok: [192.168.60.11]
2025-07-02 15:07:46,101 p=8734 u=vagrant n=ansible | TASK [Create Envoy service for postgres] *************************************************************************
2025-07-02 15:07:46,121 p=8734 u=vagrant n=ansible | skipping: [192.168.60.11]
2025-07-02 15:07:46,606 p=8734 u=vagrant n=ansible | ok: [192.168.60.13]
2025-07-02 15:07:46,629 p=8734 u=vagrant n=ansible | PLAY [Setup database] ********************************************************************************************
2025-07-02 15:07:46,650 p=8734 u=vagrant n=ansible | TASK [Install PostgreSQL] ****************************************************************************************
2025-07-02 15:08:08,994 p=8734 u=vagrant n=ansible | ok: [192.168.60.13]
2025-07-02 15:08:09,003 p=8734 u=vagrant n=ansible | TASK [Install PostgreSQL Python library] *************************************************************************
2025-07-02 15:08:09,978 p=8734 u=vagrant n=ansible | ok: [192.168.60.13]
2025-07-02 15:08:09,985 p=8734 u=vagrant n=ansible | TASK [Configure PostgreSQL authentication] ***********************************************************************
2025-07-02 15:08:10,072 p=8734 u=vagrant n=ansible | An exception occurred during task execution. To see the full traceback, use -vvv. The error was: If you are using a module and expect the file to exist on the remote, see the remote_src option
2025-07-02 15:08:10,073 p=8734 u=vagrant n=ansible | fatal: [192.168.60.13]: FAILED! => changed=false 
  msg: |-
    Could not find or access 'pg_hba.conf.j2'
    Searched in:
            /home/vagrant/ansible/templates/pg_hba.conf.j2
            /home/vagrant/ansible/pg_hba.conf.j2
            /home/vagrant/ansible/templates/pg_hba.conf.j2
            /home/vagrant/ansible/pg_hba.conf.j2 on the Ansible Controller.
    If you are using a module and expect the file to exist on the remote, see the remote_src option
2025-07-02 15:08:10,075 p=8734 u=vagrant n=ansible | PLAY RECAP *******************************************************************************************************
2025-07-02 15:08:10,076 p=8734 u=vagrant n=ansible | 192.168.60.10              : ok=10   changed=1    unreachable=0    failed=0    skipped=0    rescued=0    ignored=0   
2025-07-02 15:08:10,076 p=8734 u=vagrant n=ansible | 192.168.60.11              : ok=14   changed=1    unreachable=0    failed=0    skipped=2    rescued=0    ignored=0   
2025-07-02 15:08:10,077 p=8734 u=vagrant n=ansible | 192.168.60.12              : ok=4    changed=0    unreachable=0    failed=0    skipped=0    rescued=0    ignored=0   
2025-07-02 15:08:10,078 p=8734 u=vagrant n=ansible | 192.168.60.13              : ok=16   changed=1    unreachable=0    failed=1    skipped=2    rescued=0    ignored=0   
2025-07-02 15:14:33,110 p=9441 u=vagrant n=ansible | playbook: main.yml
2025-07-02 15:14:37,983 p=9449 u=vagrant n=ansible | PLAY [Precache setup and common configuration] *******************************************************************
2025-07-02 15:14:38,015 p=9449 u=vagrant n=ansible | TASK [Install common dependencies] *******************************************************************************
2025-07-02 15:14:39,387 p=9449 u=vagrant n=ansible | ok: [192.168.60.12]
2025-07-02 15:14:39,903 p=9449 u=vagrant n=ansible | ok: [192.168.60.13]
2025-07-02 15:14:39,986 p=9449 u=vagrant n=ansible | ok: [192.168.60.11]
2025-07-02 15:14:40,060 p=9449 u=vagrant n=ansible | ok: [192.168.60.10]
2025-07-02 15:14:40,069 p=9449 u=vagrant n=ansible | TASK [Upgrade pip safely] ****************************************************************************************
2025-07-02 15:14:41,174 p=9449 u=vagrant n=ansible | ok: [192.168.60.13]
2025-07-02 15:14:41,184 p=9449 u=vagrant n=ansible | ok: [192.168.60.12]
2025-07-02 15:14:41,221 p=9449 u=vagrant n=ansible | ok: [192.168.60.10]
2025-07-02 15:14:41,317 p=9449 u=vagrant n=ansible | ok: [192.168.60.11]
2025-07-02 15:14:41,326 p=9449 u=vagrant n=ansible | TASK [Create consul group and user] ******************************************************************************
2025-07-02 15:14:41,629 p=9449 u=vagrant n=ansible | ok: [192.168.60.13]
2025-07-02 15:14:41,635 p=9449 u=vagrant n=ansible | ok: [192.168.60.10]
2025-07-02 15:14:41,635 p=9449 u=vagrant n=ansible | ok: [192.168.60.11]
2025-07-02 15:14:41,646 p=9449 u=vagrant n=ansible | ok: [192.168.60.12]
2025-07-02 15:14:41,655 p=9449 u=vagrant n=ansible | TASK [Create consul user] ****************************************************************************************
2025-07-02 15:14:42,070 p=9449 u=vagrant n=ansible | ok: [192.168.60.13]
2025-07-02 15:14:42,070 p=9449 u=vagrant n=ansible | ok: [192.168.60.11]
2025-07-02 15:14:42,071 p=9449 u=vagrant n=ansible | ok: [192.168.60.10]
2025-07-02 15:14:42,082 p=9449 u=vagrant n=ansible | ok: [192.168.60.12]
2025-07-02 15:14:42,101 p=9449 u=vagrant n=ansible | PLAY [Setup Consul server] ***************************************************************************************
2025-07-02 15:14:42,116 p=9449 u=vagrant n=ansible | TASK [Copy Consul binary] ****************************************************************************************
2025-07-02 15:14:42,889 p=9449 u=vagrant n=ansible | ok: [192.168.60.10]
2025-07-02 15:14:42,897 p=9449 u=vagrant n=ansible | TASK [Install Consul] ********************************************************************************************
2025-07-02 15:14:45,750 p=9449 u=vagrant n=ansible | ok: [192.168.60.10]
2025-07-02 15:14:45,760 p=9449 u=vagrant n=ansible | TASK [Create config directory] ***********************************************************************************
2025-07-02 15:14:45,935 p=9449 u=vagrant n=ansible | ok: [192.168.60.10]
2025-07-02 15:14:45,942 p=9449 u=vagrant n=ansible | TASK [Configure Consul server] ***********************************************************************************
2025-07-02 15:14:46,310 p=9449 u=vagrant n=ansible | ok: [192.168.60.10]
2025-07-02 15:14:46,318 p=9449 u=vagrant n=ansible | TASK [Create systemd service] ************************************************************************************
2025-07-02 15:14:46,677 p=9449 u=vagrant n=ansible | ok: [192.168.60.10]
2025-07-02 15:14:46,685 p=9449 u=vagrant n=ansible | TASK [Start Consul service] **************************************************************************************
2025-07-02 15:14:47,452 p=9449 u=vagrant n=ansible | changed: [192.168.60.10]
2025-07-02 15:14:47,470 p=9449 u=vagrant n=ansible | PLAY [Setup Consul clients] **************************************************************************************
2025-07-02 15:14:47,486 p=9449 u=vagrant n=ansible | TASK [Copy Consul binary] ****************************************************************************************
2025-07-02 15:14:48,081 p=9449 u=vagrant n=ansible | ok: [192.168.60.11]
2025-07-02 15:14:48,088 p=9449 u=vagrant n=ansible | ok: [192.168.60.13]
2025-07-02 15:14:48,096 p=9449 u=vagrant n=ansible | TASK [Install Consul] ********************************************************************************************
2025-07-02 15:14:50,447 p=9449 u=vagrant n=ansible | ok: [192.168.60.11]
2025-07-02 15:14:50,483 p=9449 u=vagrant n=ansible | ok: [192.168.60.13]
2025-07-02 15:14:50,492 p=9449 u=vagrant n=ansible | TASK [Download Envoy] ********************************************************************************************
2025-07-02 15:14:52,041 p=9449 u=vagrant n=ansible | ok: [192.168.60.11]
2025-07-02 15:14:52,042 p=9449 u=vagrant n=ansible | ok: [192.168.60.13]
2025-07-02 15:14:52,050 p=9449 u=vagrant n=ansible | TASK [Create envoy group] ****************************************************************************************
2025-07-02 15:14:52,234 p=9449 u=vagrant n=ansible | ok: [192.168.60.11]
2025-07-02 15:14:52,254 p=9449 u=vagrant n=ansible | ok: [192.168.60.13]
2025-07-02 15:14:52,262 p=9449 u=vagrant n=ansible | TASK [Create envoy user] *****************************************************************************************
2025-07-02 15:14:52,491 p=9449 u=vagrant n=ansible | ok: [192.168.60.11]
2025-07-02 15:14:52,509 p=9449 u=vagrant n=ansible | ok: [192.168.60.13]
2025-07-02 15:14:52,518 p=9449 u=vagrant n=ansible | TASK [Create config directory] ***********************************************************************************
2025-07-02 15:14:52,716 p=9449 u=vagrant n=ansible | ok: [192.168.60.11]
2025-07-02 15:14:52,725 p=9449 u=vagrant n=ansible | ok: [192.168.60.13]
2025-07-02 15:14:52,733 p=9449 u=vagrant n=ansible | TASK [Configure Consul client for API nodes] *********************************************************************
2025-07-02 15:14:52,770 p=9449 u=vagrant n=ansible | skipping: [192.168.60.13]
2025-07-02 15:14:53,109 p=9449 u=vagrant n=ansible | ok: [192.168.60.11]
2025-07-02 15:14:53,116 p=9449 u=vagrant n=ansible | TASK [Configure Consul client for DB nodes] **********************************************************************
2025-07-02 15:14:53,145 p=9449 u=vagrant n=ansible | skipping: [192.168.60.11]
2025-07-02 15:14:53,527 p=9449 u=vagrant n=ansible | ok: [192.168.60.13]
2025-07-02 15:14:53,534 p=9449 u=vagrant n=ansible | TASK [Create systemd service] ************************************************************************************
2025-07-02 15:14:53,947 p=9449 u=vagrant n=ansible | ok: [192.168.60.11]
2025-07-02 15:14:53,972 p=9449 u=vagrant n=ansible | ok: [192.168.60.13]
2025-07-02 15:14:53,980 p=9449 u=vagrant n=ansible | TASK [Start Consul service] **************************************************************************************
2025-07-02 15:14:54,536 p=9449 u=vagrant n=ansible | changed: [192.168.60.11]
2025-07-02 15:14:54,586 p=9449 u=vagrant n=ansible | changed: [192.168.60.13]
